,person_id,job_id,turbo_skill_id,job_role_id,user_academic_major_id,job_title,job_title_clean,skill_title
10,01f4bfc980a9448ab82e16eaf8c59d01,7ea22277084b1906b79f143460cf4ad4,[],"['a17db', 'a9d5e']",['6ff04'],"['Administrators', 'and', 'Computer', 'Network', 'Systems']","['manag', 'learn', 'system', 'lms', 'administr']","['Spreadsheets', 'User', 'System', 'Compliance', 'Experience', 'Intranet', 'Bi', 'Power', 'Curriculum', 'Project', 'Systems', 'Excel', 'Microsoft', 'Management', 'Leadership', 'Regulatory', 'Research', 'Database', 'Administration', 'Integration', 'Satisfaction', 'Learning', 'Customer']"
11,01f4bfc980a9448ab82e16eaf8c59d01,86b37006dc118de69e0bda2469ea1d8f,[],"['a17db', 'a9d5e']",['6ff04'],"['and', 'Archeology', 'Anthropology', 'Teachers,', 'Postsecondary']","['associ', 'psycholog']","['Writing', 'Psychology', 'Cooperation', 'Health', 'Intervention', 'Emergency', 'Mental', 'Sociology', 'Loans', 'Presentation', 'Research']"
12,01f4bfc980a9448ab82e16eaf8c59d01,a80220de187e2161cd507986a6fce217,[],"['a17db', 'a9d5e']",['6ff04'],"['Customer', 'Relationship', 'Managers']","['coordin', 'talent', 'search']","['Advising', 'Financial', 'Literacy', 'Leadership', 'Coordinating', 'Service', 'Customer', 'Operations']"
13,01f4bfc980a9448ab82e16eaf8c59d01,c2a93e701fc853c6678fc16705943b52,[],"['a17db', 'a9d5e']",['6ff04'],"['Coordinators', 'Learning', 'Enterprise']","['coordin', 'program', 'learn', 'oper']","['Skills', 'Business', 'Timelines', 'Services', 'Teaching', 'Systems', 'Communication', 'Operations', 'Performance', 'Office', 'Personal', 'Verbal', 'Microsoft', 'Support', 'Management', 'Dissemination', 'Adobe', 'Design', 'Empathy', 'Captivate', 'Satisfaction', 'Communications', 'Coordinating', 'Learning', 'Process', 'Customer']"
14,01f4bfc980a9448ab82e16eaf8c59d01,f6af892eb72f621e60ad261b23c0dd89,[],"['a17db', 'a9d5e']",['6ff04'],"['Consulting', 'Development', 'Managers', 'Learning', 'and']","['learn', 'hybrid', 'director']","['Career', 'Science', 'Development', 'Ecosystem', 'Mobility', 'Innovation', 'Management', 'Leverage', 'Curation', 'Experiential', 'Analytics', 'Design', 'Learning', 'Leadership', 'Governance']"
15,02f84f625ffd49b99f56fc7adf8914c5,8afe671acde33224a4aff879e95536d4,['22110'],['9148e'],['62e9d'],"['Specialists', 'Digital', 'Forensics']","['engin', 'inform', 'secur']","['Technical', 'Github', 'Linux', 'Support', 'Design', 'Operations', 'Scripting']"
16,03b4314b8b8e48d0afedab0210a13fd2,0c8f40fd7ced785cdf4f994ba713db97,[],"['18e57', 'c369b', 'd270b', 'e04ea', '138a1', 'f2c3a', '7f466', 'a1f38', '58a49', '85378', 'da4e0']",['13209'],"['Analysts', 'Cyber', 'Security']","['engin', 'cybersecur']","['Development', 'Vulnerability', 'Upskilling', 'Assurance', 'Linux', 'Ingenuity', 'Systems', 'Fault', 'Resilience', 'Management', 'Scanning', 'Information', 'Leadership', 'Cyber', 'Risk', 'Investigation']"
17,03b4314b8b8e48d0afedab0210a13fd2,1a36cb19ac014591f98e3b96f2493fe6,[],"['18e57', 'c369b', 'd270b', 'e04ea', '138a1', 'f2c3a', '7f466', 'a1f38', '58a49', '85378', 'da4e0']",['13209'],"['Specialists', 'Nurse', 'Clinical']","['sexual', 'western', 'clinic', 'health', 'australia', 'specialist', 'nurs']","['Registration', 'Nursing', 'Health', 'Voucher', 'Infection']"
18,03b4314b8b8e48d0afedab0210a13fd2,3d3ef679c088484ddf1e43cc35024559,[],"['18e57', 'c369b', 'd270b', 'e04ea', '138a1', 'f2c3a', '7f466', 'a1f38', '58a49', '85378', 'da4e0']",['13209'],"['Specialists', 'Management', 'Security']","['specialist', 'secur']","['Control', 'Processing', 'Prioritization', 'Transmission', 'Archives', 'Investigations', 'Management', 'Quality', 'Database', 'Operations']"
19,03b4314b8b8e48d0afedab0210a13fd2,4404dccea42327eb78f65639893303e2,[],"['18e57', 'c369b', 'd270b', 'e04ea', '138a1', 'f2c3a', '7f466', 'a1f38', '58a49', '85378', 'da4e0']",['13209'],"['Specialists', 'Management', 'Security']","['specialist', 'secur']","['Control', 'Processing', 'Prioritization', 'Transmission', 'Archives', 'Investigations', 'Management', 'Quality', 'Database', 'Operations']"
20,03b4314b8b8e48d0afedab0210a13fd2,79b0f15d144790f932a88339a8923f80,[],"['18e57', 'c369b', 'd270b', 'e04ea', '138a1', 'f2c3a', '7f466', 'a1f38', '58a49', '85378', 'da4e0']",['13209'],"['Specialists', 'Computer', 'User', 'Support']","['technician', 'desk', 'support']","['Devices', 'Desk', 'Operating', 'Technical', 'Technology', 'Help', 'Building', 'Computer', 'Systems', 'Support', 'Information', 'Business', 'Service', 'Team', 'Customer', 'Mobile', 'Workstations']"
21,03b4314b8b8e48d0afedab0210a13fd2,7f1a590af9834661262e5bc381e21460,[],"['18e57', 'c369b', 'd270b', 'e04ea', '138a1', 'f2c3a', '7f466', 'a1f38', '58a49', '85378', 'da4e0']",['13209'],"['Guards', 'Security']","['time', 'specialist', 'secur', 'part']","['Checklists', 'Control', 'Office', 'Microsoft', 'Video', 'Management', 'Focusing', 'Systems']"
22,03b4314b8b8e48d0afedab0210a13fd2,89155c7ea46a67fe7fa3b995e7320139,[],"['18e57', 'c369b', 'd270b', 'e04ea', '138a1', 'f2c3a', '7f466', 'a1f38', '58a49', '85378', 'da4e0']",['13209'],"['Analysts', 'Data']","['analyst', 'fall', 'data', 'co', 'op', 'eh']","['Interface', 'Health', 'Sql', 'Computer', 'User', 'Business', 'Dataset', 'Compliance', 'Governance', 'Bi', 'Power', 'Streamlining', 'Flows', 'Aviation', 'Science', 'Cloud', 'Automation', 'Mathematics', 'Analytics', 'Design', 'App', 'Collaboration', 'Statistics', 'Environmental', 'Intelligence', 'Data']"
23,03b4314b8b8e48d0afedab0210a13fd2,980f07a0ac207bc1f21edebb6eb11cc6,[],"['18e57', 'c369b', 'd270b', 'e04ea', '138a1', 'f2c3a', '7f466', 'a1f38', '58a49', '85378', 'da4e0']",['13209'],"['Scientists', 'Conservation']","['pool', 'recruit', 'heritag', 'aborigin']","['Benefits', 'Career', 'Development', 'Management', 'Legislation', 'Employee']"
24,03b4314b8b8e48d0afedab0210a13fd2,9cebbece63fc156026995f7176c4acd2,[],"['18e57', 'c369b', 'd270b', 'e04ea', '138a1', 'f2c3a', '7f466', 'a1f38', '58a49', '85378', 'da4e0']",['13209'],"['Analysts', 'Data']","['remot', 'jr', 'data', 'analyst']","['Filing', 'Learning', 'Cracking', 'Machine', 'Economy', 'Java', 'Database']"
25,03b4314b8b8e48d0afedab0210a13fd2,a30b84697b8ddcc60fa76246e831ff80,[],"['18e57', 'c369b', 'd270b', 'e04ea', '138a1', 'f2c3a', '7f466', 'a1f38', '58a49', '85378', 'da4e0']",['13209'],"['Guards', 'Security']","['iam', 'specialist', 'secur']","['Infrastructure', 'Management', 'Leadership', 'Design', 'Research', 'Operations']"
26,03b4314b8b8e48d0afedab0210a13fd2,b2af5b51a202956a5df9777773455a28,[],"['18e57', 'c369b', 'd270b', 'e04ea', '138a1', 'f2c3a', '7f466', 'a1f38', '58a49', '85378', 'da4e0']",['13209'],"['Specialists', 'Management', 'Security']","['specialist', 'secur', 'target']","['Crisis', 'Response', 'Management', 'Leverage', 'Sales', 'Leadership', 'Case']"
27,03b4314b8b8e48d0afedab0210a13fd2,b372009d973df82cd552007c5cf44520,[],"['18e57', 'c369b', 'd270b', 'e04ea', '138a1', 'f2c3a', '7f466', 'a1f38', '58a49', '85378', 'da4e0']",['13209'],"['Specialists', 'Computer', 'User', 'Support']","['analyst', 'support']","['Technical', 'Desk', 'Microsoft', 'Help', 'Support', 'Management', 'Windows', 'Communications', 'Time', 'Service', 'Customer']"
28,03b4314b8b8e48d0afedab0210a13fd2,d1bf03fcc1b2f6c8324780c96e62ed93,[],"['18e57', 'c369b', 'd270b', 'e04ea', '138a1', 'f2c3a', '7f466', 'a1f38', '58a49', '85378', 'da4e0']",['13209'],"['Specialists', 'Management', 'Security']","['specialist', 'secur']","['Mentorship', 'Active', 'Science', 'Innovation', 'Microsoft', 'Computer', 'Directory', 'Openid', 'Management', 'Azure', 'Leadership', 'Time', 'Design', 'Security']"
29,03b4314b8b8e48d0afedab0210a13fd2,e6f6bca18150f8ffb86b5e6fc53c1610,[],"['18e57', 'c369b', 'd270b', 'e04ea', '138a1', 'f2c3a', '7f466', 'a1f38', '58a49', '85378', 'da4e0']",['13209'],"['Specialists', 'Management', 'Security']","['secur', 'specialist', 'sap']","['Checklists', 'Facility', 'Management', 'Scheduling', 'Information', 'Surveys', 'Systems', 'Investigation']"
30,03b4314b8b8e48d0afedab0210a13fd2,f79e2eafcedcf6259e35edf8002ff34a,[],"['18e57', 'c369b', 'd270b', 'e04ea', '138a1', 'f2c3a', '7f466', 'a1f38', '58a49', '85378', 'da4e0']",['13209'],"['Analysts', 'Data']","['jr', 'data', 'analyst']","['Computer', 'Visualization', 'Skills', 'Python', 'Algebra', 'Algorithms', 'Big', 'Filing', 'Technical', 'Indexing', 'Auditing', 'Learning', 'Cycle', 'Software', 'Machine', 'Analysis', 'Systems', 'Communication', 'Science', 'Development', 'Verbal', 'Mathematics', 'Support', 'Engineering', 'Information', 'Life', 'Design', 'Research', 'Statistics', 'Electrical', 'Linear', 'Data']"
31,03b4314b8b8e48d0afedab0210a13fd2,fc5d5a6d97b67b27ec889caac7ff4bcc,[],"['18e57', 'c369b', 'd270b', 'e04ea', '138a1', 'f2c3a', '7f466', 'a1f38', '58a49', '85378', 'da4e0']",['13209'],"['Nurses', 'Registered']","['derbi', 'western', 'australia', 'generalist', 'nurs']","['Collaboration', 'Care', 'Nursing']"
32,04608de15ffa4914b347016f0e577cf4,742c54b819e1005ec49c7324d4515693,[],"['d270b', '95fd0', '68470', '85378', '2adc8']",['2efc2'],"['Analysts', 'Cyber', 'Security']","['inform', 'secur', 'analyst']","['Infrastructure', 'Support', 'Management', 'Detail', 'Oriented', 'Service', 'Key', 'Customer', 'Systems', 'Rotation', 'Operations', 'Cryptography']"
33,0471ffcda697430282f9272540276bde,15baa343474552248d83e94b9cbd83ce,[],[],['4484c'],"['Account', 'Manager']","['remot', 'account', 'manag', 'senior', 'virtual', 'amazon']","['Personal', 'Strategies', 'Business', 'Client', 'Analytics', 'Coordinating', 'Care']"
34,0471ffcda697430282f9272540276bde,1fd6dde2dc1269291ceec776e5666bc7,[],[],['4484c'],"['Specialists', 'Digital', 'Marketing']","['market', 'digit', 'specialist']","['Marketing', 'Salesforce', 'Market', 'Social', 'Presentation', 'Merchandising', 'Problem', 'Curiosity', 'Unstructured', 'Digital', 'Office', 'Product', 'Microsoft', 'Generation', 'Management', 'Requisition', 'Sales', 'Leadership', 'Demand', 'Analytics', 'Adobe', 'Com', 'Research', '.', 'Writing', 'Creative', 'Lead', 'Eloqua', 'Cancer', 'Suite', 'Media', 'Studies', 'Communications', 'Solving']"
35,04f5382f6fb34f998d13598ecaa86019,23994c890d36158e32608781eda30db6,[],[],['2a3b2'],"['Chain', 'Managers', 'Supply']","['chain', 'senior', 'manag', 'suppli']","['Collaboration', 'Purchasing', 'Chain', 'Sealants', 'Verbal', 'Management', 'Scheduling', 'Supply', 'Leadership', 'Oriented', 'Procurement', 'Data', 'Analysis', 'Operations', 'Detail']"
36,04fe48232e5245faabba48a29464aa37,223b536655f9254801d5d9bca33eb08d,[],"['dbd21', '9b903']",['07320'],"['Athletic', 'Trainers']","['perform', 'trainer', 'athlet', 'sport', 'medicin']","['Collection', 'Innovation', 'Acting', 'Clinical', 'Data', 'Research', 'Care', 'Primary']"
37,04fe48232e5245faabba48a29464aa37,24c1599f0b7ff30ce9cf0888dc27bffb,[],"['dbd21', '9b903']",['07320'],"['Landscape', 'Architects']","['landscap', 'architect']","['Architecture', 'Business', 'Autocad', 'Presentation', 'Oral', 'Landscape', 'Construction', 'Quality', 'Communication', 'Office', 'Development', 'Microsoft', 'Rendering', 'Adobe', 'Design', 'Urban', 'Creative', 'Suite', 'Stewardship']"
38,05be64f4c2da4bbca939d5ce5f67a56b,04b05a3fca39a3bbdb87a4036c408c3b,[],"['e45e0', '23a26', 'c367e', '5bbb7', '7a2a0']",['c834d'],['Photographers'],['photograph'],"['Sale', 'Photography', 'Point', 'Of']"
39,05be64f4c2da4bbca939d5ce5f67a56b,aa043eb3e5540a4e07ed29ed532318e3,[],"['e45e0', '23a26', 'c367e', '5bbb7', '7a2a0']",['c834d'],['Photographers'],"['iphon', 'time', 'photograph', 'part', 'dealership']","['Transmission', 'Problem', 'Solving', 'Staging', 'Photography']"
40,05be64f4c2da4bbca939d5ce5f67a56b,b2c78791faef6517645d2b6cd00872ad,[],"['e45e0', '23a26', 'c367e', '5bbb7', '7a2a0']",['c834d'],"['Freight', 'Forwarders']","['san', 'intern', 'diego']","['Control', 'Coordination', 'Development', 'Management', 'Tracking', 'Construction', 'Material', 'Business', 'Financial', 'Quality', 'Project', 'Safety', 'Operations', 'File']"
41,06a3ca94826a4065bb0582781efe0d3d,58e0d01dc8787f6e49daed02cefcef4f,[],['d78f9'],[],"['Testers', 'Penetration']","['tester', 'clearanc', 'secur', 'softwar']","['Performance', 'Science', 'Administration', 'Requirements', 'Topology', 'Automation', 'Computer', 'Software', 'Computing', 'Configuration', 'Engineering', 'Management', 'System', 'Electrical', 'Design', 'Reliability', 'Infiniband']"
42,08ac33f1949a41568b0368f2900dd73a,68169edf79559ac0812583e3b21be194,[],[],['11f8f'],['Accountants'],"['account', 'staff']","['Accounts', 'Expense', 'Biotechnology', 'Accounting', 'Artificial', 'Innovation', 'Cancer', 'Payable', 'Reports', 'Sustainability', 'Financial', 'Intelligence', 'Leadership', 'Ecosystem', 'Analysis', 'Investments']"
43,08ac33f1949a41568b0368f2900dd73a,7d2be1c4d7ed48ea921047e020208b84,[],[],['11f8f'],['Accountants'],"['remot', 'account', 'payrol', 'tax', 'senior']","['Prism', 'Innovation', 'Accounting', 'Tax', 'Reconciliation', 'Compliance', 'Operations']"
44,08bf1dc961f44111a3b5fe60d9560885,038b7b57f2ef385da28a472d96ceb6af,[],[],['6ff04'],['Psychiatrists'],"['oncolog', 'mngt', 'pain', 'psychologist']","['Review', 'Oncology', 'Health', 'Palliative', 'Cancer', 'Integrated', 'Hematology', 'Psychotherapy', 'Mental', 'Peer', 'Practicum', 'Medical', 'Care', 'Psychology']"
45,08bf1dc961f44111a3b5fe60d9560885,1a58a2708114c0d8cc848cb25fad719f,[],[],['6ff04'],"['Financial', 'Advisors']","['remot', 'advisor', 'wfh', 'financi', 'role']","['Mentorship', 'Investment', 'Wealth', 'Services', 'Retirement', 'Strategies', 'Scheduling', 'Management', 'Financial', 'Planning']"
46,08bf1dc961f44111a3b5fe60d9560885,1e44bc42f05122318846b2d3ec6714d0,[],[],['6ff04'],"['School', 'Psychologists']","['paid', 'intern', 'psychologist', 'school']","['Writing', 'Collaboration', 'Review', 'Crisis', 'Intervention', 'Education', 'Special', 'Conflict', 'Mediation', 'Peer', 'Psychology', 'Resolution']"
47,08bf1dc961f44111a3b5fe60d9560885,5a5551b7ffbe6956f70a30698119270e,[],[],['6ff04'],"['Research', 'Analysts', 'Operations']","['bcba', 'analyst', 'reloc', 'board', 'offer', 'certifi', 'locat', 'sever', 'behavior']","['Collection', 'Library', 'Management', 'Data']"
48,08bf1dc961f44111a3b5fe60d9560885,65a803a5cf9e8535ad4b6e6d14254062,[],[],['6ff04'],"['Psychiatrists', 'Adolescent', 'and', 'Child']","['autism', 'therapist', 'aba', 'behavior']","['Empathy', 'Health', 'Teaching', 'Occupational', 'Curiosity', 'Mental', 'Enthusiasm', 'Pathology', 'Reliability', 'Behavioral', 'Therapy']"
49,08bf1dc961f44111a3b5fe60d9560885,89792fb62a0666f96a8b87180f4210ab,[],[],['6ff04'],['Models'],"['internship', 'spring', 'digit', 'model']","['Collaboration', 'Imagination', 'Studio', 'Product', 'Innovation', 'Industrial', 'Design', 'Digital']"
50,08bf1dc961f44111a3b5fe60d9560885,e2d77b4673f9138743dce01e33628269,[],[],['6ff04'],"['Educators', 'Health']","['intern', 'ft', 'health', 'counselor', 'mental']","['Career', 'Development', 'Work', 'Health', 'Mental', 'Licensing', 'Social', 'Psychology']"
51,097a3e22adae41eabd8cfca9345e9565,34bdc8094784fcdeb4f2352a0ad973bc,[],"['85378', 'f2c3a']",['b1a82'],"['Computer', 'Network', 'Architects']","['remot', 'engin', 'network', 'director']","['Infrastructure', 'Information', 'Level', 'Network', 'Management', 'Scheduling', 'Leverage', 'Business', 'Strategies', 'Strategic', 'Uptime', 'Acting', 'Engineering', 'Design', 'Service', 'Planning', 'Investments', 'Operations']"
52,097a3e22adae41eabd8cfca9345e9565,ec97ac98eb5db3f9d25684143a4781a2,[],"['85378', 'f2c3a']",['b1a82'],"['Computer', 'Network', 'Architects']","['engin', 'colleg', 'intern', 'network']","['Renewable', 'Inventory', 'User', 'Written', 'Experience', 'Presentations', 'Electricity', 'TcpIp', 'Systems', 'Communication', 'Operations', 'Management', 'Engineering', 'Leadership', 'Energy', 'Research', 'Policy', 'Network', 'Reliability']"
53,0ee0d09710dc4621ae72ae6125759ec9,e30de44c4927f2bdfc39fca1176a635a,[],['e04ea'],['ce44b'],"['Business', 'Analysts']","['intern', 'busi', 'analysi', 'co', 'op']","['Leverage', 'Written', 'Oracle', 'Heat', 'Accounting', 'Structures', 'Bi', 'Power', 'Analysis', 'Systems', 'Operations', 'Communication', 'Excel', 'Microsoft', 'Management', 'Information', 'Modeling', 'Research', 'Innovation', 'Statistics', 'Variance', 'Data']"
54,115ab61d172f4cb4ae1da4ece77d7dc3,069d1e819a5420469c630f9183981ed2,[],[],['2602d'],"['Web', 'Developers']","['canada', 'web', 'junior', 'develop', 'us']","['Web', 'First', 'Computer', 'Python', 'Version', 'Html', 'Css', 'Javascript', 'Wordpress', 'Teamwork', 'Php', 'Applications', 'Systems', 'Control', 'Science', 'Development', 'Ruby', 'Management', 'Debugging', 'Design', 'Content', '.', 'Js', 'Bootstrap', 'Vue', 'Git']"
55,11d658d1078942dba666507029d11395,aef60fcfd50415243b571ac14e6cfb0f,[],[],['2602d'],"['Automation', 'Test', 'Engineers']","['engin', 'test', 'autom', 'salesforc']","['Testing', 'Computer', 'Selenium', 'Salesforce', 'Python', 'Devops', 'Case', 'Employee', 'Quality', 'Java', 'Acceptance', 'Benefits', 'Development', 'Science', 'Automation', 'Management', 'Career', 'Assurance', 'Innovation', 'Test', 'Azure', 'Data']"
56,12fd08b93a544c339e518d175369d650,ecefc3938fae9ec44a30ad7afa485966,[],[],['c0fde'],"['Scientists', 'Data']","['scientist', 'data']","['Collaboration', 'Big', 'Infrastructure', 'Innovation', 'Sql', 'Learning', 'Visualization', 'Machine', 'Python', 'Quality', 'Analytics', 'Design', 'Data', 'Reliability', 'Java']"
57,13e06298022d467881c75c8665127e8a,1772c9d93835ed19e7cafbf02afa2b30,[],"['223bc', 'd3394', '7d3e9', 'd72de']",['4b82a'],"['Studies', 'Fitness', 'Recreation', 'Postsecondary', 'Teachers,', 'and']","['teacher', 'school', 'physic', 'educ', 'year', 'fte']","['Teamwork', 'Physical', 'Information', 'Hygiene', 'Fitness', 'Leadership', 'Coordinating', 'Data', 'Research', 'Analysis', 'Systems']"
58,13e06298022d467881c75c8665127e8a,ecd68f799a173927e72886c9c94f9ff9,[],"['223bc', 'd3394', '7d3e9', 'd72de']",['4b82a'],"['Business', 'Development', 'Managers']","['remot', 'manag', 'busi', 'develop']","['Office', 'Development', 'Presentations', 'Microsoft', 'Verbal', 'Hvac', 'Skills', 'Management', 'Business', 'Sales', 'Market', 'Negotiation', 'Service', 'Plumbing', 'Customer', 'Research', 'Communication']"
59,14292a7e31cb42738341f0551953a5c0,23c46114b71d2b750fc453e5da528eb7,[],"['3e1f1', '5a72d']",['39a74'],"['Specialist', 'Management', 'Clinical', 'Data']","['mandarin', 'requir', 'spanish', 'time', 'either', 'data', 'fluenci', 'associ', 'written', 'part', 'spoken', 'research']","['Writing', 'Nursing', 'Data', 'Education', 'Management', 'Trials', 'Clinical', 'Medical', 'Research', 'Analysis', 'Database']"
60,14292a7e31cb42738341f0551953a5c0,c779341abbfc3cee6f8aea298d3df449,[],"['3e1f1', '5a72d']",['39a74'],"['Secretaries', 'Medical']","['secretari', 'medic']","['Filing', 'Terminology', 'Prescription', 'Relays', 'Billing', 'Venipuncture', 'Satisfaction', 'Medical', 'Care', 'Customer', 'Systems', 'Home']"
61,14783300fa0a4d58b0cf2e743d5bebce,1000616c0397f271b9cb023df8cfacca,[],"['f0316', 'a7bd9', '7e2ba', '23a26', 'c8ec3', 'bd8d1', '93380', '7a2a0']",['caa2b'],"['Designers', 'UI']","['logist', 'ux', 'design']","['', 'Usability', 'Creativity', 'Collaboration', 'Innovation', 'Feedback', 'E', 'User', 'Curiosity', 'Design', 'Commerce', 'Experience', 'Research']"
62,14783300fa0a4d58b0cf2e743d5bebce,a9d34a0a5fa7457e2f31f33ddc64a09d,[],"['f0316', 'a7bd9', '7e2ba', '23a26', 'c8ec3', 'bd8d1', '93380', '7a2a0']",['caa2b'],"['Designers', 'UI']","['sr', 'ui', 'design']","['Collaboration', 'Typography', 'Engine', 'Empathy', 'Creative', 'Leverage', 'Suite', 'Communications', 'Visual', 'Design', 'Childbirth', 'Adobe', 'Presentation', 'Graphic', 'Unreal']"
63,14de387580bb4bcfb5d7794d0b7c4b31,b172abdb2ba200bce369b65f46bf5e30,[],[],['c94c9'],"['Analysts', 'Data']","['iii', 'manag', 'data', 'analyst']","['Real', 'Estate', 'Infrastructure', 'Public', 'Management', 'Metadata', 'Transformation', 'Communications', 'Quality', 'Coordinating', 'Design', 'Data', 'Analytics', 'Safety', 'Onboarding', 'Governance', 'Digital']"
64,15b9ee879bed48cab2605acf6ea49a60,b4e1aa17ce14f84cb48ae4e2d7ec28f4,"['51061', '66bdb', '0a2c6']","['5b94e', 'cfa5f', 'fd7e1', 'c2b1c', '78881', '08892']",['c94c9'],"['Sales', 'Assistants']","['intern', 'sale', 'rotat', 'summer']","['Mentorship', 'Development', 'Management', 'Business', 'Communications', 'Sales', 'Negotiation']"
65,15dc0685ff594baeaf95c33486099112,63993e3bde8d32e3619f08fae5dd0b03,[],"['53b51', '0a801', 'de1a7', '0379e', '7a2a0', 'bd810']",['964ed'],['Editors'],"['internship', 'winter', 'spring', 'technic', 'editor']","['Writing', 'Technical', 'Engineering', 'Design', 'Service', 'Reliability', 'Content', 'Editing']"
66,15dc0685ff594baeaf95c33486099112,64ac32ed9ea2517896c214e5996ea54a,[],"['53b51', '0a801', 'de1a7', '0379e', '7a2a0', 'bd810']",['964ed'],"['Writers', 'Technical']","['writer', 'technic', 'iii']","['Requirements', 'Base', 'Business', 'Geology', 'Technical', 'Localization', 'Problem', 'Software', 'Chemistry', 'Quality', 'Meteorology', 'Knowledge', 'Control', 'Management', 'Design', 'Documentation', 'Writing', 'Collaboration', 'Solving', 'Economy', 'Process', 'Onboarding']"
67,15dc0685ff594baeaf95c33486099112,fc3bd019ae51b5a165fad1eb844e6a99,[],"['53b51', '0a801', 'de1a7', '0379e', '7a2a0', 'bd810']",['964ed'],"['Writers', 'Technical']","['writer', 'technic']","['Writing', 'Benefits', 'Technical', 'Prescription', 'Employee', 'Design', 'Childbirth']"
