,person_id,job_id,turbo_skill_id,job_role_id,years_until_grad,school_id,user_academic_major_id,company_name,skill_title
18,03b4314b8b8e48d0afedab0210a13fd2,3d3ef679c088484ddf1e43cc35024559,[],"['f2c3a', '58a49', '18e57', 'a1f38', 'd270b', '85378', 'e04ea', 'da4e0', '7f466', 'c369b', '138a1']",['2'],['5845c7e8d4c68596af21e7d3'],['13209'],['Deloitte'],"['Quality Control', 'Transmission', 'Prioritization', 'Investigations Processing', 'Database', 'Operations', 'Management', 'Archives']"
19,03b4314b8b8e48d0afedab0210a13fd2,4404dccea42327eb78f65639893303e2,[],"['f2c3a', '58a49', '18e57', 'a1f38', 'd270b', '85378', 'e04ea', 'da4e0', '7f466', 'c369b', '138a1']",['2'],['5845c7e8d4c68596af21e7d3'],['13209'],['Deloitte'],"['Quality Control', 'Transmission', 'Prioritization', 'Investigations Processing', 'Database', 'Operations', 'Management', 'Archives']"
20,03b4314b8b8e48d0afedab0210a13fd2,79b0f15d144790f932a88339a8923f80,[],"['f2c3a', '58a49', '18e57', 'a1f38', 'd270b', '85378', 'e04ea', 'da4e0', '7f466', 'c369b', '138a1']",['2'],['5845c7e8d4c68596af21e7d3'],['13209'],['The 20 MSP'],"['Mobile Devices', 'Business Technology', 'Computer Systems', 'Technical Support', 'Customer Service', 'Team Building', 'Customer Support', 'Information Technology', 'Business', 'Help Desk', 'Operating Systems', 'Workstations']"
21,03b4314b8b8e48d0afedab0210a13fd2,7f1a590af9834661262e5bc381e21460,[],"['f2c3a', '58a49', '18e57', 'a1f38', 'd270b', '85378', 'e04ea', 'da4e0', '7f466', 'c369b', '138a1']",['2'],['5845c7e8d4c68596af21e7d3'],['13209'],['Koch Industries'],"['Control Systems', 'Checklists', 'Focusing', 'Video Management Systems', 'Microsoft Office']"
22,03b4314b8b8e48d0afedab0210a13fd2,89155c7ea46a67fe7fa3b995e7320139,[],"['f2c3a', '58a49', '18e57', 'a1f38', 'd270b', '85378', 'e04ea', 'da4e0', '7f466', 'c369b', '138a1']",['2'],['5845c7e8d4c68596af21e7d3'],['13209'],['Textron'],"['Design', 'Environmental Compliance', 'Mathematics', 'Automation', 'Streamlining', 'Sql', 'Business Intelligence', 'Environmental Health', 'Collaboration', 'Computer Science', 'Power App', 'Power Bi', 'Cloud Flows', 'Analytics', 'Aviation', 'Statistics', 'Data Governance', 'User Interface', 'Dataset']"
23,03b4314b8b8e48d0afedab0210a13fd2,980f07a0ac207bc1f21edebb6eb11cc6,[],"['f2c3a', '58a49', '18e57', 'a1f38', 'd270b', '85378', 'e04ea', 'da4e0', '7f466', 'c369b', '138a1']",['2'],['5845c7e8d4c68596af21e7d3'],['13209'],"['Department of Planning, Lands and Heritage']","['Management', 'Legislation', 'Employee Benefits', 'Career Development']"
24,03b4314b8b8e48d0afedab0210a13fd2,9cebbece63fc156026995f7176c4acd2,[],"['f2c3a', '58a49', '18e57', 'a1f38', 'd270b', '85378', 'e04ea', 'da4e0', '7f466', 'c369b', '138a1']",['2'],['5845c7e8d4c68596af21e7d3'],['13209'],['SynergisticIT'],"['Economy', 'Cracking', 'Java', 'Filing', 'Machine Learning', 'Database']"
25,03b4314b8b8e48d0afedab0210a13fd2,a30b84697b8ddcc60fa76246e831ff80,[],"['f2c3a', '58a49', '18e57', 'a1f38', 'd270b', '85378', 'e04ea', 'da4e0', '7f466', 'c369b', '138a1']",['2'],['5845c7e8d4c68596af21e7d3'],['13209'],['Fellowship of Christian Athletes'],"['Design', 'Infrastructure', 'Research', 'Operations', 'Management', 'Leadership']"
26,03b4314b8b8e48d0afedab0210a13fd2,b2af5b51a202956a5df9777773455a28,[],"['f2c3a', '58a49', '18e57', 'a1f38', 'd270b', '85378', 'e04ea', 'da4e0', '7f466', 'c369b', '138a1']",['2'],['5845c7e8d4c68596af21e7d3'],['13209'],['Target'],"['Crisis Response', 'Sales', 'Case Management', 'Leverage', 'Leadership']"
27,03b4314b8b8e48d0afedab0210a13fd2,b372009d973df82cd552007c5cf44520,[],"['f2c3a', '58a49', '18e57', 'a1f38', 'd270b', '85378', 'e04ea', 'da4e0', '7f466', 'c369b', '138a1']",['2'],['5845c7e8d4c68596af21e7d3'],['13209'],['System One'],"['Communications', 'Technical Support', 'Customer Service', 'Microsoft Windows', 'Time Management', 'Help Desk', 'Management']"
28,03b4314b8b8e48d0afedab0210a13fd2,d1bf03fcc1b2f6c8324780c96e62ed93,[],"['f2c3a', '58a49', '18e57', 'a1f38', 'd270b', '85378', 'e04ea', 'da4e0', '7f466', 'c369b', '138a1']",['2'],['5845c7e8d4c68596af21e7d3'],['13209'],['Insight'],"['Microsoft Security', 'Design', 'Openid', 'Azure', 'Microsoft', 'Time Management', 'Innovation', 'Active Directory', 'Mentorship', 'Computer Science', 'Management', 'Leadership']"
29,03b4314b8b8e48d0afedab0210a13fd2,e6f6bca18150f8ffb86b5e6fc53c1610,[],"['f2c3a', '58a49', '18e57', 'a1f38', 'd270b', '85378', 'e04ea', 'da4e0', '7f466', 'c369b', '138a1']",['2'],['5845c7e8d4c68596af21e7d3'],['13209'],"['ARMADA, Ltd.']","['Information Systems', 'Facility Management', 'Surveys', 'Checklists', 'Scheduling', 'Investigation', 'Management']"
30,03b4314b8b8e48d0afedab0210a13fd2,f79e2eafcedcf6259e35edf8002ff34a,[],"['f2c3a', '58a49', '18e57', 'a1f38', 'd270b', '85378', 'e04ea', 'da4e0', '7f466', 'c369b', '138a1']",['2'],['5845c7e8d4c68596af21e7d3'],['13209'],['SynergisticIT'],"['Design', 'Data Visualization', 'Mathematics', 'Filing', 'Linear Algebra', 'Data Analysis', 'Verbal Communication Skills', 'Research', 'Data Science', 'Machine Learning', 'Computer Engineering', 'Indexing', 'Computer Science', 'Algorithms', 'Information Systems', 'Auditing', 'Big Data', 'Statistics', 'Python', 'Technical Support', 'Electrical Engineering', 'Software Development Life Cycle']"
31,03b4314b8b8e48d0afedab0210a13fd2,fc5d5a6d97b67b27ec889caac7ff4bcc,[],"['f2c3a', '58a49', '18e57', 'a1f38', 'd270b', '85378', 'e04ea', 'da4e0', '7f466', 'c369b', '138a1']",['2'],['5845c7e8d4c68596af21e7d3'],['13209'],['Curis Recruitment'],"['Collaboration', 'Nursing Care']"
32,04608de15ffa4914b347016f0e577cf4,742c54b819e1005ec49c7324d4515693,[],"['d270b', '95fd0', '85378', '2adc8', '68470']",['2'],['552bf8d530043f62232d8a34'],['2efc2'],"['Veterans Sourcing Group, LLC']","['Key', 'Infrastructure', 'Customer Service', 'Rotation', 'Cryptography', 'Customer Support', 'Management Systems', 'Detail Oriented', 'Operations', 'Management']"
33,0471ffcda697430282f9272540276bde,15baa343474552248d83e94b9cbd83ce,[],[],['10'],['552bf9bb30043f62232d90a0'],['4484c'],['Envision Horizons'],"['Client', 'Analytics', 'Coordinating', 'Personal Care', 'Business Strategies']"
34,0471ffcda697430282f9272540276bde,1fd6dde2dc1269291ceec776e5666bc7,[],[],['10'],['552bf9bb30043f62232d90a0'],['4484c'],['Thermo Fisher Scientific'],"['Presentation', 'Unstructured Marketing', 'Communications', 'Requisition', 'Social Media', 'Microsoft Office', 'Adobe Creative Suite', 'Leadership', 'Eloqua', 'Digital', 'Research', 'Merchandising', 'Writing', 'Curiosity', 'Lead Generation', 'Market Studies', 'Analytics', 'Product Management', 'Demand Generation', 'Salesforce . Com', 'Cancer', 'Digital Marketing', 'Sales', 'Adobe Analytics', 'Problem Solving']"
35,04f5382f6fb34f998d13598ecaa86019,23994c890d36158e32608781eda30db6,[],[],['1'],['552bfab930043f62232d9793'],['2a3b2'],['Henkel'],"['Data Analysis', 'Verbal', 'Sealants', 'Scheduling', 'Supply Chain Management', 'Procurement', 'Collaboration', 'Purchasing', 'Detail Oriented', 'Operations', 'Management', 'Leadership']"
36,04fe48232e5245faabba48a29464aa37,223b536655f9254801d5d9bca33eb08d,[],"['9b903', 'dbd21']",['0'],['552bfdd130043f62232dac66'],['07320'],"[""Children's Hospital of Philadelphia""]","['Research', 'Data Collection', 'Acting', 'Innovation', 'Primary Care', 'Clinical Research']"
37,04fe48232e5245faabba48a29464aa37,24c1599f0b7ff30ce9cf0888dc27bffb,[],"['9b903', 'dbd21']",['0'],['552bfdd130043f62232dac66'],['07320'],['Garver'],"['Design', 'Oral Communication', 'Business Development', 'Rendering', 'Presentation', 'Autocad', 'Quality', 'Landscape Architecture', 'Stewardship', 'Microsoft Office', 'Construction', 'Adobe Creative Suite', 'Urban Design']"
38,05be64f4c2da4bbca939d5ce5f67a56b,04b05a3fca39a3bbdb87a4036c408c3b,[],"['7a2a0', 'c367e', '23a26', 'e45e0', '5bbb7']",['2'],['552bf90d30043f62232d8bcf'],['c834d'],['SeaWorld Parks & Entertainment'],"['Point Of Sale', 'Photography']"
39,05be64f4c2da4bbca939d5ce5f67a56b,aa043eb3e5540a4e07ed29ed532318e3,[],"['7a2a0', 'c367e', '23a26', 'e45e0', '5bbb7']",['2'],['552bf90d30043f62232d8bcf'],['c834d'],"['ProMotionPix, LLC']","['Transmission', 'Problem Solving', 'Staging', 'Photography']"
40,05be64f4c2da4bbca939d5ce5f67a56b,b2c78791faef6517645d2b6cd00872ad,[],"['7a2a0', 'c367e', '23a26', 'e45e0', '5bbb7']",['2'],['552bf90d30043f62232d8bcf'],['c834d'],['Turner Construction Company'],"['Quality Control', 'Business Development', 'Financial Management', 'Project Coordination', 'Project Safety', 'Construction Management', 'File Management', 'Material Tracking', 'Construction', 'Operations']"
41,06a3ca94826a4065bb0582781efe0d3d,58e0d01dc8787f6e49daed02cefcef4f,[],['d78f9'],[],[],[],['ClearanceJobs'],"['System Administration', 'Infiniband', 'Topology', 'Performance Computing', 'Design', 'Software Engineering', 'Electrical Engineering', 'Configuration Management', 'Automation', 'Computer Engineering', 'Software Requirements', 'Reliability', 'Computer Science']"
42,08ac33f1949a41568b0368f2900dd73a,68169edf79559ac0812583e3b21be194,[],[],['1'],['552bfa6430043f62232d9548'],['11f8f'],['Flagship Pioneering'],"['Artificial Intelligence', 'Sustainability', 'Accounting', 'Accounts Payable', 'Ecosystem', 'Investments', 'Innovation', 'Financial Analysis', 'Biotechnology', 'Cancer', 'Expense Reports', 'Leadership']"
43,08ac33f1949a41568b0368f2900dd73a,7d2be1c4d7ed48ea921047e020208b84,[],[],['1'],['552bfa6430043f62232d9548'],['11f8f'],['Creative Financial Staffing (CFS)'],"['Tax', 'Tax Compliance', 'Accounting', 'Innovation', 'Reconciliation', 'Prism', 'Operations']"
44,08bf1dc961f44111a3b5fe60d9560885,038b7b57f2ef385da28a472d96ceb6af,[],[],['0'],['552bf8e130043f62232d8a92'],['6ff04'],['U.S. Department of Veterans Affairs'],"['Practicum', 'Hematology', 'Psychotherapy', 'Oncology', 'Medical Psychology', 'Peer Review', 'Cancer', 'Palliative Care', 'Integrated Care', 'Mental Health', 'Psychology']"
45,08bf1dc961f44111a3b5fe60d9560885,1a58a2708114c0d8cc848cb25fad719f,[],[],['0'],['552bf8e130043f62232d8a92'],['6ff04'],['Get It Recruit  Finance'],"['Retirement Planning', 'Financial Services', 'Scheduling', 'Investment Strategies', 'Wealth Management', 'Mentorship']"
46,08bf1dc961f44111a3b5fe60d9560885,1e44bc42f05122318846b2d3ec6714d0,[],[],['0'],['552bf8e130043f62232d8a92'],['6ff04'],['KIPP SoCal Public Schools'],"['Mediation', 'Special Education', 'Crisis Intervention', 'Peer Review', 'Collaboration', 'Writing', 'Conflict Resolution', 'Psychology']"
47,08bf1dc961f44111a3b5fe60d9560885,5a5551b7ffbe6956f70a30698119270e,[],[],['0'],['552bf8e130043f62232d8a92'],['6ff04'],['Key Autism Services'],"['Data Collection', 'Management', 'Library']"
48,08bf1dc961f44111a3b5fe60d9560885,65a803a5cf9e8535ad4b6e6d14254062,[],[],['0'],['552bf8e130043f62232d8a92'],['6ff04'],['LEARN Behavioral'],"['Teaching', 'Mental Health', 'Empathy', 'Occupational Therapy', 'Behavioral Health', 'Reliability', 'Curiosity', 'Enthusiasm', 'Pathology']"
49,08bf1dc961f44111a3b5fe60d9560885,89792fb62a0666f96a8b87180f4210ab,[],[],['0'],['552bf8e130043f62232d8a92'],['6ff04'],['Tesla'],"['Design', 'Industrial Design', 'Imagination', 'Product Design', 'Digital Design', 'Innovation', 'Design Studio', 'Collaboration']"
50,08bf1dc961f44111a3b5fe60d9560885,e2d77b4673f9138743dce01e33628269,[],[],['0'],['552bf8e130043f62232d8a92'],['6ff04'],['Outreach Concern'],"['Psychology', 'Social Work', 'Licensing', 'Mental Health', 'Career Development']"
51,097a3e22adae41eabd8cfca9345e9565,34bdc8094784fcdeb4f2352a0ad973bc,[],"['f2c3a', '85378']",[],['552bf9a130043f62232d8fe9'],['b1a82'],['RemoteWorker US'],"['Design', 'Infrastructure', 'Uptime', 'Strategic Planning', 'Investments', 'Acting', 'Scheduling', 'Service Level', 'Leverage', 'Network Engineering', 'Operations', 'Information Management', 'Business Strategies']"
52,097a3e22adae41eabd8cfca9345e9565,ec97ac98eb5db3f9d25684143a4781a2,[],"['f2c3a', '85378']",[],['552bf9a130043f62232d8fe9'],['b1a82'],['Energy Jobline'],"['User Experience', 'Inventory Systems', 'Presentations', 'TcpIp', 'Research', 'Written Communication', 'Policy Management', 'Electricity', 'Network Engineering', 'Reliability', 'Operations', 'Management', 'Renewable Energy', 'Leadership']"
53,0ee0d09710dc4621ae72ae6125759ec9,e30de44c4927f2bdfc39fca1176a635a,[],['e04ea'],[],['552bfcee30043f62232da67c'],['ce44b'],['Mercury Systems'],"['Heat', 'Power Bi', 'Data Analysis', 'Data Structures', 'Information Systems', 'Research', 'Variance Analysis', 'Accounting', 'Oracle', 'Written Communication', 'Innovation', 'Microsoft Excel', 'Leverage', 'Operations', 'Management', 'Data Modeling', 'Statistics']"
54,115ab61d172f4cb4ae1da4ece77d7dc3,069d1e819a5420469c630f9183981ed2,[],[],['0'],['552bf9c630043f62232d90eb'],['2602d'],['Pattern Learning AI  Career & Tech Recruitment Reimagined'],"['Design', 'Web Development', 'Web Applications', 'Html', 'Css', 'Javascript', 'Vue . Js', 'First Development', 'Bootstrap', 'Version Control', 'Computer Science', 'Teamwork', 'Git', 'Python', 'Content Management Systems', 'Debugging', 'Wordpress', 'Ruby', 'Web Design', 'Php']"
55,11d658d1078942dba666507029d11395,aef60fcfd50415243b571ac14e6cfb0f,[],[],['2'],['5a1fd51de4b01130b88feb19'],['2602d'],['Dice'],"['Test Data', 'Salesforce', 'Acceptance Testing', 'Test Automation', 'Quality Assurance', 'Case Management', 'Azure Devops', 'Java', 'Employee Benefits', 'Selenium', 'Automation', 'Innovation', 'Computer Science', 'Python', 'Career Development']"
56,12fd08b93a544c339e518d175369d650,ecefc3938fae9ec44a30ad7afa485966,[],[],['-14'],['552bf90c30043f62232d8bc6'],['c0fde'],"['Precision Solutions, LLC']","['Design', 'Infrastructure', 'Data Visualization', 'Python', 'Analytics', 'Big Data', 'Java', 'Innovation', 'Machine Learning', 'Collaboration', 'Reliability', 'Sql', 'Data Quality']"
57,13e06298022d467881c75c8665127e8a,1772c9d93835ed19e7cafbf02afa2b30,[],"['7d3e9', 'd3394', 'd72de', '223bc']",[],['552bf9a830043f62232d9015'],['4b82a'],['Wichita Public Schools  USD259'],"['Data Information Systems', 'Data Analysis', 'Research', 'Coordinating', 'Hygiene', 'Physical Fitness', 'Teamwork', 'Leadership']"
58,13e06298022d467881c75c8665127e8a,ecd68f799a173927e72886c9c94f9ff9,[],"['7d3e9', 'd3394', 'd72de', '223bc']",[],['552bf9a830043f62232d9015'],['4b82a'],['Jobot'],"['Business Development', 'Verbal Communication Skills', 'Sales', 'Negotiation', 'Presentations', 'Customer Service', 'Plumbing', 'Microsoft Office', 'Business', 'Hvac', 'Market Research', 'Management']"
59,14292a7e31cb42738341f0551953a5c0,23c46114b71d2b750fc453e5da528eb7,[],"['5a72d', '3e1f1']",['1'],['552bfe4c30043f62232daf90'],['39a74'],['NYU Langone Health'],"['Data Analysis', 'Research', 'Data Management', 'Clinical Trials', 'Database', 'Clinical Research', 'Writing', 'Nursing', 'Medical Education']"
60,14292a7e31cb42738341f0551953a5c0,c779341abbfc3cee6f8aea298d3df449,[],"['5a72d', '3e1f1']",['1'],['552bfe4c30043f62232daf90'],['39a74'],"['Integrated Resources, Inc ( IRI )']","['Home Care', 'Billing Systems', 'Customer Satisfaction', 'Billing', 'Relays', 'Venipuncture', 'Filing', 'Medical Terminology', 'Prescription']"
61,14783300fa0a4d58b0cf2e743d5bebce,1000616c0397f271b9cb023df8cfacca,[],"['7a2a0', '7e2ba', '93380', 'a7bd9', '23a26', 'c8ec3', 'bd8d1', 'f0316']",['0'],['552bfe9830043f62232db180'],['caa2b'],['TikTok'],"['Design', 'User Experience', 'Research', 'Usability', 'Innovation', 'Collaboration', 'Curiosity', 'User Feedback', 'Creativity', 'E  Commerce']"
62,14783300fa0a4d58b0cf2e743d5bebce,a9d34a0a5fa7457e2f31f33ddc64a09d,[],"['7a2a0', '7e2ba', '93380', 'a7bd9', '23a26', 'c8ec3', 'bd8d1', 'f0316']",['0'],['552bfe9830043f62232db180'],['caa2b'],['Dice'],"['Childbirth', 'Design', 'Communications', 'Presentation', 'Unreal Engine', 'Visual Design', 'Adobe Creative Suite', 'Typography', 'Leverage', 'Collaboration', 'Empathy', 'Graphic Design']"
63,14de387580bb4bcfb5d7794d0b7c4b31,b172abdb2ba200bce369b65f46bf5e30,[],[],['0'],['552bfb7430043f62232d9ca2'],['c94c9'],['Crown Castle'],"['Design', 'Onboarding', 'Infrastructure', 'Communications', 'Public Safety', 'Data Governance', 'Analytics', 'Coordinating', 'Metadata', 'Real Estate', 'Digital Transformation', 'Management', 'Data Quality', 'Data Management']"
64,15b9ee879bed48cab2605acf6ea49a60,b4e1aa17ce14f84cb48ae4e2d7ec28f4,"['66bdb', '51061', '0a2c6']","['78881', '08892', '5b94e', 'fd7e1', 'c2b1c', 'cfa5f']",['1'],['552bfbdf30043f62232d9f70'],['c94c9'],['FitzMark'],"['Business Development', 'Communications', 'Sales', 'Negotiation', 'Mentorship', 'Management']"
65,15dc0685ff594baeaf95c33486099112,63993e3bde8d32e3619f08fae5dd0b03,[],"['0379e', '7a2a0', 'bd810', 'de1a7', '53b51', '0a801']",[],['552bf91230043f62232d8bef'],['964ed'],['TESLA'],"['Design', 'Service Engineering', 'Editing', 'Service', 'Writing', 'Reliability', 'Content Editing', 'Technical Writing']"
66,15dc0685ff594baeaf95c33486099112,64ac32ed9ea2517896c214e5996ea54a,[],"['0379e', '7a2a0', 'bd810', 'de1a7', '53b51', '0a801']",[],['552bf91230043f62232d8bef'],['964ed'],['Akorbi'],"['Quality Control', 'Design', 'Onboarding', 'Localization', 'Problem Solving', 'Business Process', 'Economy', 'Technical Documentation', 'Process Control', 'Chemistry', 'Geology', 'Knowledge Base', 'Collaboration', 'Writing', 'Software Requirements', 'Meteorology', 'Management', 'Technical Writing']"
67,15dc0685ff594baeaf95c33486099112,fc3bd019ae51b5a165fad1eb844e6a99,[],"['0379e', '7a2a0', 'bd810', 'de1a7', '53b51', '0a801']",[],['552bf91230043f62232d8bef'],['964ed'],['Creative Circle'],"['Childbirth', 'Design', 'Employee Benefits', 'Writing', 'Prescription', 'Technical Writing']"
68,16b515a7b40f473cab5a44a7176cd893,b57592737add80c152416bd7bbfd2f74,[],['c30be'],['2'],['60c1b4c238e6e34c27df7d9e'],['c4a11'],['Langan Engineering & Environmental Services'],"['Design', 'Environmental Science', 'Infrastructure', 'Grammar', 'Multitasking', 'Consulting', 'Billing', 'Coordinating', 'Land Development', 'Hydrogeology', 'Geology', 'Groundwater', 'Construction', 'Writing', 'Investigation', 'Renewable Energy']"
69,16b515a7b40f473cab5a44a7176cd893,e3b4da5ddff51e5c2ea9ecf744a0a6a9,[],['c30be'],['2'],['60c1b4c238e6e34c27df7d9e'],['c4a11'],['ecocareers'],"['Stormwater', 'Design', 'Data Collection', 'Consulting', 'Written Communication', 'Project Management', 'Construction', 'Writing', 'Mitigation', 'Biology', 'Soil Science']"
70,16cd1dd5162f4d8fa00e45be1f806847,1db7cffac732575fc026996e28a2a144,[],['957ac'],['3'],['552bfa9430043f62232d9690'],['0235c'],['INTERMEDIATE SCHOOL DISTRICT 917'],"['Listening Devices', 'Vocabulary', 'Special Education']"
71,16cd1dd5162f4d8fa00e45be1f806847,b1cdd1b5f83930ea022aa23dba395c88,[],['957ac'],['3'],['552bfa9430043f62232d9690'],['0235c'],['Independent School District 196'],"['Teamwork', 'Management']"
72,16cd1dd5162f4d8fa00e45be1f806847,ffe8c7e3245380dd331fbcce1e015096,[],['957ac'],['3'],['552bfa9430043f62232d9690'],['0235c'],['Osseo Area Schools'],"['Behavioral Management', 'Special Education', 'Bargaining', 'Mentorship']"
73,16f3f3a64703484c83d24b0b57721f08,0d4f597eb5889fc9c983fa311afc870f,[],['f0745'],['1'],['552bf98530043f62232d8f22'],['72893'],['Nova Southeastern University'],"['Innovation', 'Welfare']"
74,17729e5ec214479b893df7eeb4c657cb,ee1bb9926a3dca70ac3bb791eefe9678,[],"['78881', '5e1ad']",['1'],['552bf9dc30043f62232d9182'],['097bf'],['Plante Moran'],"['Analytics', 'Consulting', 'Professional Services', 'Accounting', 'Management Consulting', 'Advising', 'Wealth Management', 'Information Technology', 'Mentorship', 'Problem Solving', 'Leadership']"
